1 0.407705 0.201075 0.178263 0.328537 0.267851 -0.00590127 0.200174 0.0724837 0.0663677 0.211628 0.826935 0.216044 0.103717 0.21006 0.161986 0.2503 0.293838 0.254882 0.177085 -0.0594053 0.346182 0.819504 -0.111763 0.249387 0.171639 -0.0124979 0.0230697 0.27135 0.217134 0.126758 0.264526 0.333822 0.548829 -0.609071 -0.247506 -0.229699 -0.0504398 -0.0846225 -0.0237906 -0.117879 0.110475 0.230441 0.102274 0.21081 -0.672164 -0.152395 -0.0546426 -0.219034 0.0932708 -0.172075 -0.180046 1.08966 42.2005 43.1306 43.0096 42.4915 42.8538 43.0395 43.2813 42.9062 43.0898 43.1262 43.1518 43.0814 43.0391 42.9233 42.8598 43.292 43.2847 43.2487 43.0044 43.142 43.1935 43.1369 43.0969 42.9913 42.918 43.1511 43.5543 43.3529 43.1802 43.3514 43.3398 43.1512 43.0174 43.1877 43.0471 43.0154 43.4904 43.3842 43.4268 43.2664 43.2839 43.5488 43.2067 43.2347 43.3693 43.246 43.0571 
0.294641 -0.568897 -0.20557 -0.103807 -0.105732 0.0277027 -0.0185011 -0.00132544 -0.0149651 -0.0162835 0.0971854 -0.06854 -0.347208 0.0569934 0.117864 -0.0273161 -0.123651 -0.0709882 0.00458064 -0.025804 0.0178642 0.0631744 -0.103859 -0.113664 0.217411 -0.0406387 -0.0433366 0.0195559 -0.058894 -0.0304959 -0.0888978 -0.0969318 -0.149655 -0.132395 0.0963903 0.180267 0.102705 -0.00981687 0.0172814 -0.0475432 0.0611907 0.0056598 0.00955294 0.102128 0.0426592 0.238402 0.183052 0.0726753 0.0811069 0.187262 0.115652 0.0254992 0.697643 29.4989 30.2828 30.3893 30.6541 30.301 30.3435 30.3833 30.3158 30.2765 30.3611 30.1768 30.3105 30.2839 30.2183 30.755 30.0701 30.2524 30.1816 30.2228 30.2689 30.3536 30.4819 30.3965 30.2915 30.3724 30.6667 30.0694 30.2939 30.3146 30.2827 30.3556 30.3579 30.2869 30.2745 30.3024 30.3037 30.5189 29.9502 30.1327 30.2686 30.2746 30.1837 30.2789 30.2911 30.2739 30.3008 30.4508 
0.14499 -0.133799 0.00310362 -0.00869157 -0.120967 0.0341693 -0.055808 -0.0218929 0.0410616 0.0637365 0.0885487 0.0186142 -0.0101546 -0.119851 -0.066403 -0.00474332 -0.0373894 -0.0551976 -0.0611635 -0.00899794 -0.00344133 -0.0580871 0.00363744 -0.00275179 -0.0724801 -0.0966374 -0.0479426 -0.0236621 -0.0441413 -0.0714305 -0.0450395 -0.0692497 -0.0601442 -0.0473213 -0.0245302 -0.0327257 -0.0393642 -0.0329084 0.025697 -0.0211771 -0.0523749 -0.0225555 -0.0527359 -0.00211925 -0.0366706 0.0986222 -0.0627389 0.0233035 -0.0626052 0.0389276 0.0270777 -0.0344054 0.490056 23.2798 23.8907 23.8854 23.9667 23.962 23.9153 23.888 23.9703 23.8882 23.864 23.8856 23.894 23.9583 23.9056 23.9845 23.9004 23.8836 23.9147 23.8382 23.8659 23.9131 23.9655 23.9716 23.912 23.8984 24.1728 23.9475 23.911 23.9495 23.8523 23.9216 23.9672 23.9083 23.8806 23.956 23.9978 23.9741 23.9119 23.8363 23.9488 23.9865 23.8378 23.916 23.9244 23.8701 23.9714 24.028 
0.162014 0.000322189 0.0532356 -0.0229641 -0.0652258 -0.0217154 0.0128103 -0.0384259 0.0177245 0.141196 0.16419 0.0494125 -0.0336494 0.0346429 -0.0265571 0.0221609 0.015547 0.0128396 -0.030478 -0.0455991 0.0583257 -0.0716243 0.00353019 0.0489198 0.0549668 0.0358097 -0.0146466 0.00125799 -0.00270893 -0.0428336 -0.0778597 -0.05929 -0.0192916 -0.00871199 -0.0373813 0.0716019 -0.045431 -0.0225842 -0.00600964 -0.0147778 0.0161698 0.0586769 -0.0476434 -0.0235266 -0.0356669 -0.00504832 -0.0303082 -0.00906543 -0.017522 0.0267692 0.00759771 -0.0397222 0.367338 19.1178 19.5665 19.58 19.6632 19.6613 19.6147 19.54 19.667 19.6155 19.5835 19.6505 19.6987 19.707 19.582 19.7126 19.6359 19.7115 19.6678 19.6461 19.6921 19.7006 19.7157 19.8018 19.6771 19.6232 19.8229 19.7465 19.7282 19.595 19.6888 19.6851 19.6471 19.743 19.7162 19.6605 19.6603 19.7256 19.6526 19.7005 19.7374 19.7099 19.7435 19.7341 19.6853 19.7869 19.7132 19.7848 
0.185174 -0.0875879 -0.0474741 -0.0880674 -0.0131749 0.063179 -0.0220441 0.0125516 0.0396572 0.0561315 0.168799 0.0835464 -0.070025 -0.0466577 -0.0498963 0.0738923 -0.0300355 -0.00833036 0.0156294 -0.0763616 0.0290609 0.0100954 -0.0379377 -0.0646013 0.0322484 -0.000688994 -0.0052185 0.00757942 -0.0646674 -0.153478 0.0392781 -0.055 -0.0318102 -0.0241049 -0.00131183 0.103682 0.0213422 -0.0530981 -0.0194615 -0.0337281 0.0807344 0.0142789 -0.0355042 -0.0682451 -0.0885367 0.205691 -0.0157996 0.0143857 0.000906215 -0.000133781 -0.00284316 -0.0706937 0.386539 15.931 16.3484 16.4499 16.5411 16.374 16.3728 16.4034 16.4232 16.4494 16.3895 16.3739 16.3899 16.4267 16.4197 16.467 16.4131 16.41 16.4764 16.3656 16.3795 16.4154 16.4309 16.5476 16.4451 16.4391 16.539 16.3713 16.4965 16.3743 16.3813 16.3908 16.3971 16.5142 16.459 16.4622 16.4495 16.4641 16.4979 16.3747 16.4091 16.4473 16.314 16.4176 16.4316 16.4637 16.3782 16.4059 
0.0789911 0.0904766 0.0996008 -0.00316593 0.110487 -0.0163383 0.0243292 0.0787756 0.0265214 0.150312 -0.122691 0.125388 -0.00730067 -0.00560265 0.0865776 -0.0719606 0.208588 0.0160693 0.0851927 0.0674653 -0.0444809 0.0956301 0.085368 0.0652409 0.101436 -0.123767 0.110982 -0.0352289 -0.00820764 0.119639 -0.0828497 0.0958477 0.0765365 0.0716485 0.0665159 -0.0880826 0.0139535 0.063877 -0.0235579 0.152977 0.0202254 0.00714378 -0.016691 -0.00412318 0.0786122 -0.14387 0.0973345 -0.00712648 0.036091 0.0879625 -0.0765526 0.229125 0.309105 13.526 13.9491 13.7473 13.919 13.9115 13.9701 13.9565 13.7515 13.8777 13.9694 13.8695 13.816 13.6813 13.9319 13.8877 13.8754 13.7904 13.7312 13.7931 13.7523 13.8656 13.8373 13.6225 13.8117 13.8369 13.8715 13.7435 13.6568 13.8613 13.7544 13.7544 13.8626 13.8308 13.8436 13.8047 13.8663 13.9046 13.712 13.8069 13.8686 13.8096 13.8178 13.7464 13.8443 13.7086 13.8225 13.965 
-0.0227731 -0.0075836 -0.0406302 0.0294144 -0.0531718 -0.0636227 -0.0296239 -0.0109205 -0.0287336 0.118443 0.0429992 -0.0755923 -0.0761465 -0.0453998 -0.0593354 0.00583203 0.00148432 -0.0418822 -0.0562149 -0.0539372 0.0376854 -0.121008 -0.00800998 -0.0453582 -0.0500575 -0.0631338 -0.0846721 -0.0879662 -0.0758555 -0.0266531 0.0344003 -0.117397 -0.0670866 -0.0149825 -0.0544772 0.0170004 -0.0968303 -0.0618946 -0.00126636 -0.0244674 -0.069774 0.00197329 -0.0890605 -0.0589177 0.0211475 -0.0248119 -0.095404 -0.112022 -0.0141349 0.0189601 -0.00166883 -0.0727529 0.121666 11.3672 11.665 11.6887 11.5373 11.7076 11.704 11.6261 11.7634 11.7227 11.6304 11.6903 11.7925 11.6947 11.678 11.7011 11.8057 11.6809 11.7328 11.7063 11.7471 11.7999 11.749 11.7883 11.7748 11.6707 11.7133 11.8289 11.7504 11.6264 11.7723 11.7561 11.6984 11.8003 11.715 11.6773 11.7711 11.7558 11.7242 11.7551 11.7279 11.728 11.7845 11.8297 11.7043 11.7634 11.7393 11.7795 
0.0229819 -0.0187672 -0.00761109 -0.0340218 0.0111643 0.00431472 0.0586497 0.000771949 0.0199233 0.0902435 0.0592407 -0.0330433 -0.0335964 -0.0952149 -0.0317967 -0.0436036 -0.0232928 -0.0294534 0.00643555 0.00301894 -0.0142823 -0.0149451 -0.0441475 -0.035014 -0.0802558 -0.00696774 -0.0610232 0.0644588 -0.0700351 -0.0766393 0.0105923 -0.0681489 -0.0339898 0.0742079 0.0382081 -0.023691 -0.0757649 -0.0144594 -0.0286053 -0.0200345 0.0136123 -0.107627 0.0332883 -0.0593848 0.000100316 -0.00570151 -0.164197 -0.0463939 -0.0143178 0.000137985 0.00573255 -0.0571461 0.15822 9.60789 9.89443 9.9367 9.86673 9.84489 9.98529 9.8419 9.93858 9.95471 9.87248 9.87294 9.92861 9.9158 9.83135 9.90692 9.95114 9.93794 9.96424 9.96437 9.95049 9.93423 9.95708 9.9922 9.87223 9.92396 9.92719 9.98737 9.94031 9.90996 9.92493 9.94294 9.94758 9.96511 9.90646 9.93995 9.87167 9.93594 9.95259 9.85675 9.94423 9.94995 9.9613 9.9944 9.8788 9.94252 9.88872 9.95431 
0.000935705 -0.0208027 0.0249998 0.0115304 0.0387691 0.0665752 0.011999 0.0171935 0.0902988 0.0678176 -0.000727093 -0.0393361 -0.0161056 0.0269245 -0.0441674 -0.0212355 0.009269 0.00852347 -0.0568825 -0.0106365 0.0603415 -0.0414144 0.0107481 -0.0378777 -0.0157167 -0.0282104 -0.0134102 -0.000273498 -0.0740373 -0.0120156 -0.0118988 -0.018357 0.0406631 0.0592862 -0.0927272 0.00295087 -0.0387997 -0.0382537 -0.0539487 0.0664014 0.0046638 -0.0181105 -0.0664307 -0.0368617 0.0592099 -0.0471214 -0.0870132 -0.0273641 0.0413095 -0.102422 -0.0912303 0.00302084 0.0941933 8.14582 8.29015 8.28228 8.24909 8.36135 8.30227 8.36822 8.45845 8.32801 8.36434 8.31459 8.30091 8.31023 8.31291 8.3106 8.35465 8.34824 8.42317 8.35516 8.39675 8.29954 8.43255 8.47771 8.34994 8.38627 8.40006 8.29987 8.28625 8.31614 8.37649 8.31986 8.36861 8.41949 8.3697 8.39816 8.36509 8.38535 8.3828 8.33491 8.38573 8.42015 8.36885 8.29624 8.39767 8.33429 8.41278 8.48411 
0.0455696 0.00802213 0.03442 0.0813838 -0.0119981 0.0625565 0.0795081 0.039452 0.0223311 0.0231121 0.11005 0.0324328 -0.0493946 -0.0192865 0.0333603 -0.0187991 0.004064 0.00928198 -0.0138836 -0.00515752 0.0387344 -0.0130001 -0.04552 -0.134723 -0.126631 -0.0306302 -0.0819832 -0.0198925 -0.112571 -0.150862 0.00411126 -0.0471459 -0.0482908 0.0108917 -0.143959 0.0200487 -0.0280047 -0.114698 -0.0561944 -0.0645331 0.0353292 -0.107243 -0.0405925 -0.0718259 -0.0311526 -0.161932 -0.0960086 -0.117116 -0.0835175 -0.0770819 -0.117197 -0.00147706 -0.0565353 6.66159 6.84758 6.95151 6.75073 6.86789 6.91847 6.76147 6.91571 6.84767 6.84794 6.82707 6.86544 6.9613 6.88585 6.87084 6.9979 6.94118 7.01874 6.95289 6.95816 6.95324 6.86215 6.90121 6.97993 6.97536 6.93202 7.02996 7.02182 6.91428 6.97364 6.88854 6.97874 6.98414 6.95675 6.90974 6.90894 6.97027 6.92985 7.01041 6.99957 6.92275 6.93613 7.03897 6.98416 6.91101 7.02303 6.99916 
